0,2325540199,Thu Jun 25 05:38:16 PDT 2009,NO_QUERY,tanondemand,Having so much fun with my sister and brother in law in Florida!  Home tomorrow and back to reality...   lol
0,2325540224,Thu Jun 25 05:38:16 PDT 2009,NO_QUERY,Kain292,Virpi's last day.  Busy as tits.
0,2325540629,Thu Jun 25 05:38:19 PDT 2009,NO_QUERY,dean_b,@SherilynMoon unfortunate then that I have no signal to tweet photos from my phone whilst in Wales 
0,2325540730,Thu Jun 25 05:38:20 PDT 2009,NO_QUERY,volleygalore,just dropped off the car to get the brakes looked at. i hope this doesn't cost me insane amounts of money 
0,2325540825,Thu Jun 25 05:38:20 PDT 2009,NO_QUERY,shOrtyyxx,Colin Kelly on Clyde1 Should get One Republic or Neyo on for me Im off school unwell  
0,2325540910,Thu Jun 25 05:38:21 PDT 2009,NO_QUERY,DLPsYks,"just a little upset i had a chance to take 4 or 5 really cool pictures, but the camera on my new phone is a little on the crappy side.    "
0,2325541198,Thu Jun 25 05:38:23 PDT 2009,NO_QUERY,bathcsc,"Batheaston Bypass flowing better now, but London Road is still a bit slow "
0,2325541254,Thu Jun 25 05:38:23 PDT 2009,NO_QUERY,tmarnette,Hoping there isn't anything major wrong with my car! 
0,2325542019,Thu Jun 25 05:38:28 PDT 2009,NO_QUERY,garrulouslyours,he made the good morning call today.  even tho he knew i couldn't accept the charges.  just to hear me for a moment. i miss him so much 
0,2325542339,Thu Jun 25 05:38:30 PDT 2009,NO_QUERY,x__claireyy__x,"@orpheous87 It does! I'm sick to the back teeth of soup, which is all I've been eating recently...I hate having to eat to take medication "
0,2325542773,Thu Jun 25 05:38:33 PDT 2009,NO_QUERY,undermysombrero,"I miss my nice, long tresses. "
0,2325542843,Thu Jun 25 05:38:33 PDT 2009,NO_QUERY,Chaz1308,gotta call the hospital today... to have surgery or not to have surgery 
0,2325542912,Thu Jun 25 05:38:34 PDT 2009,NO_QUERY,ionickeith,"@jelford *? and btw i haz skpye now, we can talkz lots now....=S though my  webcam doesnt seem to want to work "
0,2325542966,Thu Jun 25 05:38:34 PDT 2009,NO_QUERY,claireniamh,@ukwiddy its not the same  i mean abroad.english hols never came anywhere near 2my hol abroad.now ive ad a taste i want more.love flyin 2
0,2325543026,Thu Jun 25 05:38:34 PDT 2009,NO_QUERY,jts92,My last day in nyc. 
0,2325543389,Thu Jun 25 05:38:37 PDT 2009,NO_QUERY,Clare_3108,"Some days are sent to really try us, today is one of those days "
0,2325543423,Thu Jun 25 05:38:37 PDT 2009,NO_QUERY,1sweetwhirl,@sbrichar tornado? I didnt know that.. 
0,2325543463,Thu Jun 25 05:38:37 PDT 2009,NO_QUERY,danimal1985,I was so close to chanting &quot;sucky fuck&quot; at the asian counter woman in Sommerfield. No wonder they hate me so much 
0,2325543482,Thu Jun 25 05:38:37 PDT 2009,NO_QUERY,tomithetit,sooo stoked on google latitude. Only friends are missing 
0,2325543501,Thu Jun 25 05:38:38 PDT 2009,NO_QUERY,missmimichi,No beach 
0,2325543649,Thu Jun 25 05:38:38 PDT 2009,NO_QUERY,RosyDaffodil,"Enjoy today's weather as much as you can boys, BBC news said torrential thunderstorms are predicted for tomorrow  @marklee76 @skog83 soz!"
0,2325543680,Thu Jun 25 05:38:39 PDT 2009,NO_QUERY,SillyDancerxo,getting my eyebrows attackedd with hot wax and little paper towels today!! ouchy boo 
0,2325543691,Thu Jun 25 05:38:39 PDT 2009,NO_QUERY,Haiku_Bandit,@julieb1975 You are not a shit!  Happens to the best of us on occasion.  
0,2325543712,Thu Jun 25 05:38:39 PDT 2009,NO_QUERY,LoyalMindfreak,"@OfficialTAZ, taz i miss you in the wwe "
0,2325543902,Thu Jun 25 05:38:40 PDT 2009,NO_QUERY,silence_remixed,@_sars_ i'm still here n i 'll probably be working through the night 
0,2325543943,Thu Jun 25 05:38:40 PDT 2009,NO_QUERY,hypocresia,I wanna play again Kingdom Hearts I...  I don't find it!
0,2325545117,Thu Jun 25 05:38:49 PDT 2009,NO_QUERY,sgooden,"is excited... Today I am having a car inspected by Walt (on 10th St) step 1 in purchasing the vehicle.  Step 2, price negotiations... "
0,2325545476,Thu Jun 25 05:38:51 PDT 2009,NO_QUERY,KatrellElina,@DayNese r u up? I'm hungry 
0,2325545805,Thu Jun 25 05:38:53 PDT 2009,NO_QUERY,ZahidButtar,@Randy_Gage  I'm dragging that I missed the last tele-seminar 
0,2325545866,Thu Jun 25 05:38:54 PDT 2009,NO_QUERY,decondemand,Really I am here 2 @tanondemand Having so much fun with my sister and brother in law in Florida! Home tomorrow and back to reality...  lol
0,2325545975,Thu Jun 25 05:38:55 PDT 2009,NO_QUERY,lina_luka,on lunch break. eating baked beans but the fried egg is missing.  gym tonight. i think i'm already addicted. haha.
0,2325546831,Thu Jun 25 05:39:01 PDT 2009,NO_QUERY,butterfly1981,"Tried to find some new tops for work at lunch time, no luck! "
0,2325547191,Thu Jun 25 05:39:03 PDT 2009,NO_QUERY,sbanwart,I hate building out Windows developer environments. It's like two entire days down the drain. 
0,2325547330,Thu Jun 25 05:39:04 PDT 2009,NO_QUERY,julesw_07,headache 
0,2325547438,Thu Jun 25 05:39:04 PDT 2009,NO_QUERY,angielaaa,I dream bout zombies wayyy too much 
0,2325547450,Thu Jun 25 05:39:04 PDT 2009,NO_QUERY,2cute_2001,I hate running late... tht means no break 
0,2325547457,Thu Jun 25 05:39:05 PDT 2009,NO_QUERY,lauradawg,"This morning, put on white jeans. 10 mins later- managed to spill orange juice ALL over them... "
0,2325547582,Thu Jun 25 05:39:05 PDT 2009,NO_QUERY,idygress,Electricity off this morning. Weird but got to sleep in. Back on again. Now I have to get ready and get going.  - http://bkite.com/08T0u
